line_id,temperature,vibration,current,production_count,defect_count,cycle_time,pressure,humidity,failure_occurred,timestamp
LINE_02,187.99626036565203,0.25665167912785075,24.74436270342017,84,1,3.0578279097206607,0.4844090535057852,46.51060419915606,False,2025-10-30 16:24:48.899366
LINE_02,278.3091731413148,1.156110803569801,28.986951754527606,48,9,4.128061670683124,0.40857017148376934,67.91806429479489,True,2025-10-30 16:34:48.899366
LINE_01,196.59037305909155,0.2553847689118235,22.527707076897673,98,0,2.883150233614757,0.5086816043331639,42.48535631864664,False,2025-10-30 16:44:48.899366
LINE_03,211.90752524257834,0.3086341653543175,17.444667316243105,122,1,2.9670906987471497,0.5354331925097578,50.81934632126117,False,2025-10-30 16:54:48.899366
LINE_02,189.78554144922293,0.16621542271954737,21.96702116371709,83,1,3.2306473506605236,0.4934088915341967,61.07854199381648,False,2025-10-30 17:04:48.899366
LINE_02,178.45636927447296,0.3206366173662137,19.601826501287018,107,2,2.831936869946398,0.48036820357491355,47.56688065203915,False,2025-10-30 17:14:48.899366
LINE_02,194.8160335177446,0.2947453794439088,24.690375240931274,118,2,3.038507388095237,0.5059972502922614,53.46657405627863,False,2025-10-30 17:24:48.899366
LINE_01,196.96717471289267,0.39236489521927376,20.214544892053684,114,0,3.0864424902741767,0.5027440790847199,54.9468562399895,False,2025-10-30 17:34:48.899366
LINE_03,178.09111910631358,0.14475217762984513,21.41163812610217,79,0,2.9802045106912067,0.5252746506230253,51.010152424391144,False,2025-10-30 17:44:48.899366
LINE_02,185.35649808538,0.4957624997111865,23.412996634229568,96,1,3.005093345713223,0.5256484205257962,43.81380987875784,False,2025-10-30 17:54:48.899366
LINE_03,198.44785758489706,0.28950677492228216,21.9880622510629,93,0,3.012690663966614,0.49707545208723614,46.13585525469604,False,2025-10-30 18:04:48.899366
LINE_03,184.3695023375397,0.2926628516117519,22.468034104250354,79,0,3.0224699858335113,0.45271386356925886,50.47601832420691,False,2025-10-30 18:14:48.899366
LINE_02,209.95909345895257,0.3234253666081057,22.029908894980498,85,1,3.147996770064112,0.46958697500427365,51.897648907609536,False,2025-10-30 18:24:48.899366
LINE_03,194.565393335703,0.4032447316035546,20.093555451551833,118,2,3.1633440641735886,0.5355486403898227,58.502046818561226,False,2025-10-30 18:34:48.899366
LINE_03,200.18958377468002,0.3927142936169436,16.0831433290856,91,0,3.0506522609996702,0.5370637372174853,49.402949393883944,False,2025-10-30 18:44:48.899366
LINE_01,199.5529532546974,0.3986053291772785,20.94237461061011,86,2,3.178215338806389,0.4629353358664269,50.3357487078558,False,2025-10-30 18:54:48.899366
LINE_01,198.40440452281086,0.13531749994044895,17.309581190635875,108,2,2.8873585079883086,0.4392667810014449,53.15478605143989,False,2025-10-30 19:04:48.899366
LINE_01,198.46481639164827,0.3615433488194777,15.616158964690618,78,2,3.0568424086589103,0.44719744753664276,39.57733073944289,False,2025-10-30 19:14:48.899366
LINE_01,222.08024653468007,0.13594888699636976,19.611276445872495,88,1,3.182287000920353,0.5226791927801487,54.98232715244234,False,2025-10-30 19:24:48.899366
LINE_01,188.50692352323148,0.22462224936769704,16.667880324123285,99,1,3.0713116322322223,0.4907295991994508,46.70364908834821,False,2025-10-30 19:34:48.899366
LINE_01,188.31724309183915,0.41915036302972164,17.669715668422562,79,0,2.8016887765495113,0.5285833231890118,40.515361149789044,False,2025-10-30 19:44:48.899366
LINE_02,246.67713954980746,0.8232511403259762,28.441517658682983,50,10,3.707703068041517,0.377782159543245,66.99054661140417,True,2025-10-30 19:54:48.899366
