line_id,temperature,vibration,current,production_count,defect_count,cycle_time,pressure,humidity,failure_occurred,timestamp
LINE_02,253.9723840231611,1.4658224831435085,28.401316132113035,65,8,4.461886329845688,0.4121963537546588,76.68314391885936,True,2025-11-25 03:45:02.294842
LINE_02,183.0694574120783,0.3311949051768975,19.84255684256421,90,1,2.9292027629124164,0.447446879170244,42.16778456722321,False,2025-11-25 03:55:02.294842
LINE_01,213.11931593413104,0.27592638032196626,20.28113043146256,92,2,3.122803066904757,0.4708724628461649,42.55417390744271,False,2025-11-25 04:05:02.294842
LINE_01,193.65079560840564,0.2628342025832285,21.72005592651411,109,1,2.9220108670052136,0.4968279882745674,49.03217154568871,False,2025-11-25 04:15:02.294842
LINE_03,209.37184061194276,0.39102322400618433,23.036051332504652,91,2,2.961572262258321,0.46703286759337964,42.39789130407555,False,2025-11-25 04:25:02.294842
LINE_01,192.1189193965139,0.36947154874723326,16.275833713834555,120,1,2.9730446869043288,0.5137051523951718,46.755195526306665,False,2025-11-25 04:35:02.294842
LINE_03,236.4111078021213,1.2286802061543205,28.21873599333736,46,9,4.1669371388731715,0.41822024556653314,79.87117614789601,True,2025-11-25 04:45:02.294842
LINE_03,217.25617739787316,0.42754576284470747,15.385414877234194,111,1,3.016701244521807,0.5357971617818743,42.09224746554527,False,2025-11-25 04:55:02.294842
LINE_02,219.67954542802437,0.15302046104763684,23.316987680094346,110,2,2.9272214748191288,0.515388805001921,57.56010662391117,False,2025-11-25 05:05:02.294842
LINE_01,186.69682850396393,0.23251622906277525,24.201619571532763,94,0,3.019003405787836,0.4871001294463131,40.7118298176078,False,2025-11-25 05:15:02.294842
LINE_02,201.2357113532685,0.3773924676245531,20.95726830634169,102,1,3.2712665055573606,0.543518474034356,48.802741139391564,False,2025-11-25 05:25:02.294842
LINE_03,197.2220988252383,0.27526072288567094,17.04311327821481,115,0,3.048871226225579,0.4565434161053898,47.85493505706551,False,2025-11-25 05:35:02.294842
LINE_02,211.13179162617004,0.4256566158394596,21.698027264048434,112,1,3.1142997645306005,0.49145016980841194,57.17967545348617,False,2025-11-25 05:45:02.294842
LINE_02,184.28743186599567,0.09969999953742341,16.342066611121414,91,1,2.9114286339092237,0.4566782920219223,54.16958161057528,False,2025-11-25 05:55:02.294842
LINE_03,197.76475959399212,0.321745294579851,22.12270678184742,123,2,2.919163362002036,0.4728829068548094,42.86521482480922,False,2025-11-25 06:05:02.294842
LINE_01,217.54091871294023,0.1776412627417222,21.85206516775771,121,0,2.9805174943696846,0.5725903772107939,56.1876004233349,False,2025-11-25 06:15:02.294842
LINE_02,196.5753699089882,0.28526779245786194,22.212150660386918,89,0,2.692089195854585,0.476377762655025,40.10290484939236,False,2025-11-25 06:25:02.294842
LINE_03,196.79878795252975,0.5094473480614676,23.141553666997833,116,2,3.0298649917244904,0.47150592598997965,59.71712805575242,False,2025-11-25 06:35:02.294842
LINE_02,199.70442866144748,0.36041144807751874,22.40865927924651,108,2,3.070761548564689,0.527161996420208,45.49154473527922,False,2025-11-25 06:45:02.294842
LINE_02,210.95101546548887,0.43241966447104174,21.808006425083267,83,1,2.9414919836885014,0.5225648086322839,51.83133237514417,False,2025-11-25 06:55:02.294842
LINE_01,195.3108209743832,0.30276691840000874,14.979238121478359,116,0,3.0444521960147886,0.4525855225807034,43.89157119280284,False,2025-11-25 07:05:02.294842
LINE_03,191.70878576678422,0.41934503707506615,20.0273211902679,87,1,3.2117597047793236,0.4885751599163137,43.161311667387984,False,2025-11-25 07:15:02.294842
LINE_03,203.85567616828038,0.45494019602791147,16.70831249826407,85,0,2.7443293445697665,0.44777641860348527,52.27064184984998,False,2025-11-25 07:25:02.294842
LINE_02,202.68192780810517,0.2572435803939885,19.94242893189962,89,1,2.9362698721050546,0.4321287493855826,40.726013677850084,False,2025-11-25 07:35:02.294842
LINE_03,214.3512657650345,0.13051521834506838,18.882435696370884,115,2,2.90488531709188,0.5031787369829624,51.135706144595005,False,2025-11-25 07:45:02.294842
LINE_01,196.67456412002946,0.28456927591280257,23.9858934282523,92,2,3.208716043081686,0.48898343340162087,58.236353289167,False,2025-11-25 07:55:02.294842
LINE_03,201.04051377939436,0.10565650343606026,22.051748250850828,89,2,2.829476545801017,0.47810058050755144,57.25585475412522,False,2025-11-25 08:05:02.294842
LINE_02,198.83017491237223,0.13048092617736498,18.84822105880159,113,1,2.975223619085961,0.5305913464765585,58.632271677853915,False,2025-11-25 08:15:02.294842
LINE_03,207.37329192645575,0.1482774302181028,23.229497838851753,83,0,3.0395282073937375,0.5057849125646294,59.37865646233293,False,2025-11-25 08:25:02.294842
LINE_01,251.41181350655552,1.480194695514541,33.71577762143981,66,8,3.968688580605203,0.40122191992692946,66.75600185590487,True,2025-11-25 08:35:02.294842
LINE_03,180.44526963341272,0.3053330152236523,20.193421850327233,82,1,2.8365602632792304,0.49137889951943203,48.058840370721846,False,2025-11-25 08:45:02.294842
LINE_02,180.27533356880585,0.10775958503736423,23.545516180349995,111,0,2.961903921613124,0.5127131841758484,51.540738169846094,False,2025-11-25 08:55:02.294842
LINE_01,191.71221603098994,0.4731185647184038,15.774467500642306,85,1,2.83829102204603,0.4794475885225966,57.38056129714703,False,2025-11-25 09:05:02.294842
LINE_03,229.51790014707436,0.13168619610296564,20.77041813632849,118,1,2.964348453841523,0.5749193320889245,55.46443588789017,False,2025-11-25 09:15:02.294842
LINE_01,177.4895309834201,0.4636311633108277,22.332334924054013,87,0,2.7807080609280614,0.46855493125629677,40.12160044074409,False,2025-11-25 09:25:02.294842
LINE_01,210.1354037881337,0.4249540134540867,19.017142981792905,89,1,3.0224087202093273,0.547878170756865,56.72787292736788,False,2025-11-25 09:35:02.294842
LINE_02,214.92730655359395,0.3979893363299622,18.842839701729318,97,0,3.092799456232791,0.47476263173271,46.266674892624884,False,2025-11-25 09:45:02.294842
LINE_01,188.91784741182119,0.4297968134102875,19.805796772260443,82,2,3.104988145504656,0.48528492669322615,45.28539779797322,False,2025-11-25 09:55:02.294842
LINE_03,182.2847936331386,0.18438588532715575,20.09869608871619,97,1,2.877890635426512,0.4631161032072383,44.072893940843414,False,2025-11-25 10:05:02.294842
LINE_01,251.19702974833163,1.291041398002666,29.17115671901437,69,9,3.7323302525278987,0.3959876257685043,78.62192095012144,True,2025-11-25 10:15:02.294842
LINE_01,214.97591171129145,0.2618834603075006,19.368707879814117,88,1,3.181763573869383,0.5251717675707507,41.42009791985868,False,2025-11-25 10:25:02.294842
LINE_01,207.7973780845826,0.4556992954139553,17.26815103551313,92,0,2.816243727042951,0.4797353694951519,42.17484367444055,False,2025-11-25 10:35:02.294842
LINE_03,183.05807562457068,0.22151196306051193,16.038484822491245,115,1,2.76510214839185,0.5264135669084516,42.49565378059024,False,2025-11-25 10:45:02.294842
LINE_02,197.9566517673234,0.43803816211038443,17.305508239986615,95,1,2.943455523707039,0.46905051377943463,40.21941673840439,False,2025-11-25 10:55:02.294842
LINE_03,214.4581796623405,0.18868272107742423,19.456419752681434,109,3,3.1414995128891614,0.4995997831861497,56.10439429140853,False,2025-11-25 11:05:02.294842
LINE_01,184.02598435318416,0.3081832292463522,24.64688113798488,95,2,3.0969786757000852,0.5137018301210903,44.04745396634147,False,2025-11-25 11:15:02.294842
LINE_01,199.17113970365432,0.13932991891303825,20.299630106454917,114,1,2.9261135468402246,0.4540632880734512,55.62437869020282,False,2025-11-25 11:25:02.294842
LINE_03,183.7823314205473,0.3147075933229835,17.668608097541593,97,1,2.965287295486973,0.46890804059960395,48.51897260779549,False,2025-11-25 11:35:02.294842
LINE_01,226.6487480143124,0.4792604633821036,22.649972866232595,116,2,3.0048654091812304,0.5204676004839095,53.393113821913396,False,2025-11-25 11:45:02.294842
LINE_02,192.41975508675011,0.3477554846947136,23.87344498995307,96,0,3.1786064233473414,0.5545072461730423,54.51936902291202,False,2025-11-25 11:55:02.294842
LINE_03,255.97243008914947,1.1256450647312475,29.767113089340956,48,5,4.3199989581325,0.37343398164780567,79.03083095222173,True,2025-11-25 12:05:02.294842
LINE_01,196.6312074282176,0.417625450771893,17.458588684035426,97,0,3.1132461340587043,0.46739294197603803,50.49756474812404,False,2025-11-25 12:15:02.294842
LINE_03,174.97493445007953,0.16069284525949717,14.98667014826739,102,0,2.692048569178039,0.46220009074406215,39.97727119781539,False,2025-11-25 12:25:02.294842
LINE_02,205.65157839463845,0.3379051720257403,16.995251152435078,107,0,2.9762209119488587,0.49571046887855263,41.6482139628874,False,2025-11-25 12:35:02.294842
LINE_03,205.32971571451702,0.11965233904257824,21.917057203444607,94,0,2.8090161119800867,0.5081308783523744,54.56472566580759,False,2025-11-25 12:45:02.294842
LINE_01,215.927528367697,0.4116791601518532,16.68475343392271,110,2,3.1098796581591954,0.47560698563836407,47.69728538094526,False,2025-11-25 12:55:02.294842
